"address","year","b_result","bTowers","rTowers","outer_mean_diff","golddiff_mean","air_dragon","baron_nashor","earth_dragon","rift_herald","fire_dragon","elder_dragon","water_dragon","dragon","bKills","rKills","diff"
"30030?gameHash=fbb300951ad8327c",2015,"win",16.4753333333333,17.7353333333333,-1.26,1360.925,NA,NA,NA,NA,NA,NA,NA,NA,16,9,7
"30054?gameHash=055b17da8456fdc8",2015,"lose",21.3696666666667,19.2906666666667,2.079,968.657894736842,NA,NA,NA,NA,NA,NA,NA,NA,10,9,1
"30067?gameHash=8e8a9b58df366e2d",2015,"win",19.2886666666667,27.5565,-8.26783333333333,4937.075,NA,NA,NA,NA,NA,NA,NA,NA,22,8,14
"30091?gameHash=0ed1cd0e0e57329c",2015,"lose",20.4536666666667,23.2836666666667,-2.83,-736.365853658537,NA,NA,NA,NA,NA,NA,NA,NA,10,21,-11
"30105?gameHash=f932becf86175f38",2015,"win",18.6856666666667,13.1113333333333,5.57433333333333,1589,NA,NA,NA,NA,NA,NA,NA,NA,22,10,12
"30131?gameHash=194c672d7969984f",2015,"lose",NA,15.1463333333333,NA,-1477.625,NA,NA,NA,NA,NA,NA,NA,NA,4,8,-4
"30133?gameHash=2a7ecaf7380e9d89",2015,"win",16.929,19.372,-2.443,4602.48717948718,NA,NA,NA,NA,NA,NA,NA,NA,25,7,18
"30149?gameHash=c1678fe8c1106f56",2015,"win",17.4583333333333,18.6553333333333,-1.197,2879.62790697674,NA,NA,NA,NA,NA,NA,NA,NA,27,12,15
"30161?gameHash=23bade11cbfc3da3",2015,"lose",16.5663333333333,20.8866666666667,-4.32033333333333,-668.878048780488,NA,NA,NA,NA,NA,NA,NA,NA,8,22,-14
"30172?gameHash=bb82a23d050613d1",2015,"win",17.9886666666667,22.7203333333333,-4.73166666666667,1297.15625,NA,NA,NA,NA,NA,NA,NA,NA,16,9,7
"1001000016?gameHash=e8fbe00273df6ede",2015,"win",17.589,31.7855,-14.1965,4495.63461538462,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1
"1001000017?gameHash=00a7858e986c8d87",2015,"win",19.598,15.598,4,-96.6304347826087,NA,NA,NA,NA,NA,NA,NA,NA,16,14,2
"1001000029?gameHash=0a0ecdfbe1497be1",2015,"win",16.0493333333333,22.8,-6.75066666666667,3636.28947368421,NA,NA,NA,NA,NA,NA,NA,NA,15,3,12
"1001000044?gameHash=7a7bb445d18d9d78",2015,"lose",21.279,12.796,8.483,-3771.48387096774,NA,NA,NA,NA,NA,NA,NA,NA,4,12,-8
"1001000054?gameHash=205d8eb5a6029a26",2015,"win",14.94,15.768,-0.828000000000001,3835.75757575758,NA,NA,NA,NA,NA,NA,NA,NA,13,4,9
"1001010082?gameHash=526656c79ac5b9d1",2015,"win",11.321,19.1813333333333,-7.86033333333333,3186.89473684211,NA,NA,NA,NA,NA,NA,NA,NA,15,7,8
"1001010089?gameHash=a196e7371aa0a23c",2015,"lose",18.5026666666667,16.6976666666667,1.805,-5249.2,NA,NA,NA,NA,NA,NA,NA,NA,2,21,-19
"1001010098?gameHash=9e3a93e956d7732b",2015,"win",10.911,18.208,-7.297,2983.64102564103,NA,NA,NA,NA,NA,NA,NA,NA,13,1,12
"1001010106?gameHash=4ee943c3b28c3680",2015,"win",15.96,20.0823333333333,-4.12233333333333,1514.725,NA,NA,NA,NA,NA,NA,NA,NA,20,14,6
"1001010113?gameHash=27b78c313c1137d7",2015,"lose",16.5443333333333,21.47,-4.92566666666666,713.461538461538,NA,NA,NA,NA,NA,NA,NA,NA,15,19,-4
"1001020025?gameHash=ff41aed69d32573b",2015,"lose",17.6943333333333,24.925,-7.23066666666667,-2740.89795918367,NA,NA,NA,NA,NA,NA,NA,NA,12,27,-15
"1001020027?gameHash=62e360abbd8ddc56",2015,"win",12.7176666666667,15.8126666666667,-3.095,2793.37142857143,NA,NA,NA,NA,NA,NA,NA,NA,17,4,13
"1001020035?gameHash=b8637cf4aa7edc70",2015,"lose",22.3876666666667,22.0913333333333,0.296333333333333,-2639.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,6,18,-12
"1001020042?gameHash=2d6a1d82ef0f712f",2015,"win",22.2656666666667,13.6085,8.65716666666667,4627.88372093023,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6
"1001020050?gameHash=ce0cb0ff15f46940",2015,"lose",14.833,13.6793333333333,1.15366666666667,-5783.15625,NA,NA,NA,NA,NA,NA,NA,NA,10,21,-11
"1001020065?gameHash=0fc6e4425e0da906",2015,"win",13.1286666666667,22.44,-9.31133333333333,3737.61290322581,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2
"1001020066?gameHash=5ebe8599510754b7",2015,"win",12.933,16.908,-3.975,3949.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,16,7,9
"1001020073?gameHash=ef40a808db5a979c",2015,"lose",20.9016666666667,21.1296666666667,-0.227999999999998,-1643.41463414634,NA,NA,NA,NA,NA,NA,NA,NA,8,18,-10
"1001020078?gameHash=ac88c9ebef96eea3",2015,"win",8.86,18.3455,-9.4855,5352.09677419355,NA,NA,NA,NA,NA,NA,NA,NA,18,3,15
"1001020083?gameHash=0ac141320e5d0d1a",2015,"win",13.0536666666667,15.11,-2.05633333333333,4066.16666666667,NA,NA,NA,NA,NA,NA,NA,NA,18,4,14
"1001030097?gameHash=93aa539a57bd9410",2015,"lose",17.8046666666667,16.3036666666667,1.501,-286.866666666667,NA,NA,NA,NA,NA,NA,NA,NA,8,16,-8
"1001030105?gameHash=e51256475a000fe2",2015,"win",22.23,23.1463333333333,-0.916333333333331,1978.2380952381,NA,NA,NA,NA,NA,NA,NA,NA,30,12,18
"1001030110?gameHash=e1bde5fe2c45e8e3",2015,"lose",13.497,13.441,0.0560000000000009,-3506.25925925926,NA,NA,NA,NA,NA,NA,NA,NA,1,7,-6
"1001030118?gameHash=39b9ce5203d86ca3",2015,"lose",25.742,11.5463333333333,14.1956666666667,-7353.65714285714,NA,NA,NA,NA,NA,NA,NA,NA,3,18,-15
"1001030127?gameHash=762c72407ff38146",2015,"lose",12.9093333333333,13.0703333333333,-0.161000000000001,-6128.46511627907,NA,NA,NA,NA,NA,NA,NA,NA,17,25,-8
"1001030142?gameHash=f7660a0913591227",2015,"win",12.1713333333333,15.6563333333333,-3.485,218.432432432432,NA,NA,NA,NA,NA,NA,NA,NA,16,8,8
"1001030146?gameHash=fd8fc20be34b5c44",2015,"win",15.3563333333333,21.8636666666667,-6.50733333333333,3021.875,NA,NA,NA,NA,NA,NA,NA,NA,24,11,13
"1001030165?gameHash=c292e0f8bae5f425",2015,"lose",16.7516666666667,17.7016666666667,-0.950000000000003,1522.10869565217,NA,NA,NA,NA,NA,NA,NA,NA,15,20,-5
"1001030177?gameHash=4ee28c7066b9abec",2015,"win",19.089,26.9406666666667,-7.85166666666667,4313.47916666667,NA,NA,NA,NA,NA,NA,NA,NA,24,11,13
"1001030183?gameHash=39b59022b7b3c006",2015,"win",18.2073333333333,10.8723333333333,7.335,518.589743589744,NA,NA,NA,NA,NA,NA,NA,NA,27,15,12
"1001040016?gameHash=d9538f2bc0c37e0e",2015,"lose",12.8926666666667,25.2506666666667,-12.358,946.2,NA,NA,NA,NA,NA,NA,NA,NA,7,10,-3
"1001040017?gameHash=30f903bff8e6336a",2015,"lose",13.897,31.4113333333333,-17.5143333333333,756.020408163265,NA,NA,NA,NA,NA,NA,NA,NA,13,20,-7
"1001040024?gameHash=2e458128cf3104dc",2015,"win",16.6036666666667,24.7136666666667,-8.11,3708.51351351351,NA,NA,NA,NA,NA,NA,NA,NA,14,3,11
"1001040034?gameHash=c7dc48aa3e0cf7d9",2015,"lose",24.2485,10.3613333333333,13.8871666666667,-5448.62857142857,NA,NA,NA,NA,NA,NA,NA,NA,5,14,-9
"1001040041?gameHash=5f815b5bea274396",2015,"win",7.33933333333333,15.581,-8.24166666666667,3958.08333333333,NA,NA,NA,NA,NA,NA,NA,NA,10,2,8
"1001040061?gameHash=3d6baa0cc755c64b",2015,"win",17.6383333333333,17.563,0.075333333333333,1257.90909090909,NA,NA,NA,NA,NA,NA,NA,NA,15,11,4
"1001040062?gameHash=69af528266947113",2015,"win",16.2443333333333,19.491,-3.24666666666667,3279.12962962963,NA,NA,NA,NA,NA,NA,NA,NA,23,21,2
"1001040068?gameHash=a5610f43cd3d602d",2015,"lose",17.4773333333333,18.601,-1.12366666666667,-2319.42553191489,NA,NA,NA,NA,NA,NA,NA,NA,12,26,-14
"1001040074?gameHash=4a8f29871aa91c19",2015,"lose",19.5076666666667,11.834,7.67366666666667,-2992.9696969697,NA,NA,NA,NA,NA,NA,NA,NA,9,20,-11
"1001040080?gameHash=396617cc71cbceda",2015,"win",12.544,NA,NA,4759.9,NA,NA,NA,NA,NA,NA,NA,NA,14,5,9
"1001040096?gameHash=bc68309937870981",2015,"lose",19.586,14.5953333333333,4.99066666666666,-3212.11764705882,NA,NA,NA,NA,NA,NA,NA,NA,3,10,-7
"1001040103?gameHash=a533f17d4bb03191",2015,"win",17.869,31.4266666666667,-13.5576666666667,3025.08163265306,NA,NA,NA,NA,NA,NA,NA,NA,18,11,7
"1001040111?gameHash=ca91673c6bf73b8c",2015,"win",17.3553333333333,NA,NA,3144.51724137931,NA,NA,NA,NA,NA,NA,NA,NA,13,3,10
"1001040117?gameHash=50ad455b65d0dc4a",2015,"win",14.8006666666667,16.4225,-1.62183333333333,4695.84848484848,NA,NA,NA,NA,NA,NA,NA,NA,20,6,14
"1001040123?gameHash=4ed8e2415375e46a",2015,"win",11.596,NA,NA,6067.55172413793,NA,NA,NA,NA,NA,NA,NA,NA,15,3,12
"1001040132?gameHash=1a0b4fb7d835dfe3",2015,"win",11.4493333333333,25.021,-13.5716666666667,5542.48484848485,NA,NA,NA,NA,NA,NA,NA,NA,15,3,12
"1001040142?gameHash=829819eb50b6fb17",2015,"win",9.026,10.562,-1.536,5086.56666666667,NA,NA,NA,NA,NA,NA,NA,NA,16,2,14
"1001040154?gameHash=9272190b156f9bfc",2015,"win",19.5616666666667,16.5463333333333,3.01533333333333,-1106.02380952381,NA,NA,NA,NA,NA,NA,NA,NA,21,11,10
"1001040161?gameHash=7fc7f4aac6a34613",2015,"lose",21.8726666666667,22.721,-0.848333333333333,-1659.36363636364,NA,NA,NA,NA,NA,NA,NA,NA,15,22,-7
"1001040172?gameHash=ff0fdf86f60bcf5d",2015,"win",20.8026666666667,24.3276666666667,-3.525,3971.39473684211,NA,NA,NA,NA,NA,NA,NA,NA,19,5,14
"1001070013?gameHash=6a8317d85932ae7b",2015,"win",16.5226666666667,23.235,-6.71233333333333,2572.43137254902,NA,NA,NA,NA,NA,NA,NA,NA,20,10,10
"1001070015?gameHash=07f89ba08ad1f2b3",2015,"lose",12.7425,14.3216666666667,-1.57916666666667,-4568.02777777778,NA,NA,NA,NA,NA,NA,NA,NA,4,11,-7
"1001070035?gameHash=035f73b1b70fb706",2015,"lose",25.0303333333333,17.7563333333333,7.274,-1331.80434782609,NA,NA,NA,NA,NA,NA,NA,NA,20,20,0
"1001070042?gameHash=dbec95dc7669c1c7",2015,"win",15.0403333333333,14.9893333333333,0.0510000000000019,3189.675,NA,NA,NA,NA,NA,NA,NA,NA,19,3,16
"1001070051?gameHash=3ed5ca8c2fcd81cd",2015,"lose",18.8223333333333,17.272,1.55033333333333,-1082.86956521739,NA,NA,NA,NA,NA,NA,NA,NA,8,15,-7
"1001070068?gameHash=b1130cf8f9c5e772",2015,"win",16.63,22.5576666666667,-5.92766666666667,2299.78260869565,NA,NA,NA,NA,NA,NA,NA,NA,17,11,6
"1001070069?gameHash=4e2dfb93a17542c8",2015,"win",13.5113333333333,27.019,-13.5076666666667,3680.59459459459,NA,NA,NA,NA,NA,NA,NA,NA,17,7,10
"1001070075?gameHash=3727ce1de86ecc9f",2015,"lose",17.121,14.7936666666667,2.32733333333333,-5780.58620689655,NA,NA,NA,NA,NA,NA,NA,NA,3,21,-18
"1001070082?gameHash=58f8b7117f1a7717",2015,"win",13.279,18.0586666666667,-4.77966666666667,3990.22222222222,NA,NA,NA,NA,NA,NA,NA,NA,20,7,13
"1001070089?gameHash=ba06b386c0eeec8e",2015,"win",12.672,20.236,-7.564,4641.67741935484,NA,NA,NA,NA,NA,NA,NA,NA,11,4,7
"1001090009?gameHash=b89b17c8ee1630d8",2015,"lose",26.6063333333333,16.2056666666667,10.4006666666667,-4774.58064516129,NA,NA,NA,NA,NA,NA,NA,NA,9,21,-12
"1001090016?gameHash=d4307d5d69dea1fe",2015,"lose",12.1125,11.5703333333333,0.542166666666667,-4763.21212121212,NA,NA,NA,NA,NA,NA,NA,NA,3,20,-17
"1001090024?gameHash=23ee9058c5c4946d",2015,"lose",17.0636666666667,18.7293333333333,-1.66566666666667,663.054054054054,NA,NA,NA,NA,NA,NA,NA,NA,10,16,-6
"1001090037?gameHash=6aa9ab6b55af2223",2015,"win",22.029,21.643,0.385999999999999,-151.289473684211,NA,NA,NA,NA,NA,NA,NA,NA,13,11,2
"1001090051?gameHash=9aaefde3fdaf2f2c",2015,"lose",21.0416666666667,17.542,3.49966666666666,-812.733333333333,NA,NA,NA,NA,NA,NA,NA,NA,13,20,-7
"1001080064?gameHash=2cbe38094f0d00e3",2015,"lose",9.6045,14.6526666666667,-5.04816666666667,-3671.4,NA,NA,NA,NA,NA,NA,NA,NA,3,13,-10
"1001080068?gameHash=86b3fe64916e9424",2015,"win",12.808,13.5876666666667,-0.779666666666667,1798.45238095238,NA,NA,NA,NA,NA,NA,NA,NA,14,5,9
"1001080081?gameHash=98a968823226da0e",2015,"win",23.3713333333333,20.3126666666667,3.05866666666667,-2057.59574468085,NA,NA,NA,NA,NA,NA,NA,NA,22,18,4
"1001080093?gameHash=61f742f2d5f67b20",2015,"win",12.5263333333333,22.0423333333333,-9.516,4626.71428571429,NA,NA,NA,NA,NA,NA,NA,NA,16,15,1
"1001080103?gameHash=b2ef740c15462370",2015,"lose",20.871,16.588,4.283,-4354.86486486487,NA,NA,NA,NA,NA,NA,NA,NA,7,21,-14
"1001090098?gameHash=7f32b00eeb67d88a",2015,"lose",21.8356666666667,22.7533333333333,-0.917666666666666,-1987.06666666667,NA,NA,NA,NA,NA,NA,NA,NA,12,17,-5
"1001090100?gameHash=2b3115d7084d0981",2015,"lose",17.076,19.704,-2.628,-444.147058823529,NA,NA,NA,NA,NA,NA,NA,NA,10,19,-9
"1001090105?gameHash=bfad7537e1591dbb",2015,"win",13.8663333333333,15.5295,-1.66316666666667,2501.52777777778,NA,NA,NA,NA,NA,NA,NA,NA,22,8,14
"1001090113?gameHash=fe8ab7b253d94b5b",2015,"lose",31.217,18.4406666666667,12.7763333333333,-5168.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,5,14,-9
"1001090119?gameHash=d9a1285e2cf77999",2015,"lose",19.828,21.9626666666667,-2.13466666666667,-2912.07142857143,NA,NA,NA,NA,NA,NA,NA,NA,5,16,-11
"1001080179?gameHash=31030c79dfcbecd4",2015,"win",18.4846666666667,20.5906666666667,-2.106,3818.85714285714,NA,NA,NA,NA,NA,NA,NA,NA,20,5,15
"1001080182?gameHash=33c18a702d5155ad",2015,"win",16.7093333333333,21.658,-4.94866666666666,1868.95,NA,NA,NA,NA,NA,NA,NA,NA,14,6,8
"1001080201?gameHash=1ffd232009cc61a5",2015,"lose",11.22,20.2336666666667,-9.01366666666666,-4107.0303030303,NA,NA,NA,NA,NA,NA,NA,NA,6,21,-15
"1001080211?gameHash=0abe526de3932809",2015,"win",19.372,12.3406666666667,7.03133333333333,2851.32352941176,NA,NA,NA,NA,NA,NA,NA,NA,21,4,17
"1001080217?gameHash=e16620c2576464f0",2015,"lose",27.7665,17.2163333333333,10.5501666666667,-4895.26470588235,NA,NA,NA,NA,NA,NA,NA,NA,10,20,-10
"1001080228?gameHash=390ff59be55613a0",2015,"lose",15.8436666666667,23.654,-7.81033333333333,154.826086956522,NA,NA,NA,NA,NA,NA,NA,NA,16,23,-7
"1001080232?gameHash=bbe4d9381900b70f",2015,"win",11.2276666666667,20.2833333333333,-9.05566666666667,2070.57142857143,NA,NA,NA,NA,NA,NA,NA,NA,12,6,6
"1001190006?gameHash=2c537f1764b4fe87",2015,"win",14.8953333333333,14.0226666666667,0.872666666666666,-1003.82608695652,NA,NA,NA,NA,NA,NA,NA,NA,15,10,5
"1001190028?gameHash=c85c4893ae61c2d9",2015,"lose",24.2286666666667,18.7636666666667,5.465,-4212.36363636364,NA,NA,NA,NA,NA,NA,NA,NA,10,23,-13
"1001190040?gameHash=910d1678643730c4",2015,"win",16.9576666666667,NA,NA,3909.60606060606,NA,NA,NA,NA,NA,NA,NA,NA,16,3,13
"1001190046?gameHash=a5ac7b41ef215beb",2015,"lose",16.9475,20.8623333333333,-3.91483333333333,-5776.55882352941,NA,NA,NA,NA,NA,NA,NA,NA,8,22,-14
"1001190059?gameHash=1ae15002686d7962",2015,"lose",19.4303333333333,32.1876666666667,-12.7573333333333,1106.04651162791,NA,NA,NA,NA,NA,NA,NA,NA,21,22,-1
"1001180082?gameHash=3467cc1b2599a75d",2015,"win",27.655,19.9993333333333,7.65566666666667,-460.285714285714,NA,NA,NA,NA,NA,NA,NA,NA,22,15,7
"1001180093?gameHash=31b2113c09acb5a7",2015,"win",13.4193333333333,NA,NA,5541.57142857143,NA,NA,NA,NA,NA,NA,NA,NA,16,4,12
"1001180104?gameHash=a48365f487fb1750",2015,"lose",24.4113333333333,17.7743333333333,6.637,-1181.9,NA,NA,NA,NA,NA,NA,NA,NA,14,29,-15
"1001180113?gameHash=74539c15384418b4",2015,"win",13.3716666666667,17.086,-3.71433333333333,1760.57142857143,NA,NA,NA,NA,NA,NA,NA,NA,18,10,8
"1001180122?gameHash=55acf0acb737ca95",2015,"lose",16.3563333333333,18.8673333333333,-2.511,-719.651162790698,NA,NA,NA,NA,NA,NA,NA,NA,11,16,-5
"1001200019?gameHash=de9772358b74ebeb",2015,"lose",32.438,14.9783333333333,17.4596666666667,-8573.9696969697,NA,NA,NA,NA,NA,NA,NA,NA,5,22,-17
"1001200024?gameHash=525b0cebe7826c61",2015,"lose",18.0873333333333,8.71233333333333,9.375,-4861,NA,NA,NA,NA,NA,NA,NA,NA,6,16,-10
"1001200033?gameHash=037bf9c7473334ac",2015,"win",12.7366666666667,17.2203333333333,-4.48366666666667,4927.51162790698,NA,NA,NA,NA,NA,NA,NA,NA,17,8,9
"1001200041?gameHash=fd70f3c7f0ef609b",2015,"lose",21.0023333333333,15.604,5.39833333333333,-5235.6052631579,NA,NA,NA,NA,NA,NA,NA,NA,5,22,-17
"1001200052?gameHash=777e678b521201b8",2015,"win",22.8003333333333,21.0073333333333,1.793,1862.82,NA,NA,NA,NA,NA,NA,NA,NA,18,5,13
"1001200067?gameHash=b9e59980115f03d2",2015,"lose",11.6903333333333,15.483,-3.79266666666667,-847.432432432432,NA,NA,NA,NA,NA,NA,NA,NA,8,15,-7
"1001200073?gameHash=b06276841c624ef9",2015,"lose",21.814,17.5296666666667,4.28433333333333,-3940.51515151515,NA,NA,NA,NA,NA,NA,NA,NA,3,14,-11
"1001200078?gameHash=f29e4aebf583c0ae",2015,"lose",19.606,20.169,-0.562999999999999,-2812.425,NA,NA,NA,NA,NA,NA,NA,NA,7,17,-10
"1001200083?gameHash=095f04e06c7fe592",2015,"lose",21.9903333333333,17.2843333333333,4.706,-1985.64583333333,NA,NA,NA,NA,NA,NA,NA,NA,15,16,-1
"1001200090?gameHash=df0fb2ba5ee9d4c6",2015,"lose",20.6526666666667,18.1113333333333,2.54133333333333,-3395.52272727273,NA,NA,NA,NA,NA,NA,NA,NA,11,24,-13
"1001210086?gameHash=80e7bfda914fd0c9",2015,"lose",11.2493333333333,7.14233333333333,4.107,-835,NA,NA,NA,NA,NA,NA,NA,NA,11,14,-3
"1001210093?gameHash=3420cf4d13a780eb",2015,"lose",14.372,28.7793333333333,-14.4073333333333,2547.29545454545,NA,NA,NA,NA,NA,NA,NA,NA,16,14,2
"1001210098?gameHash=06368b209802df9f",2015,"win",19.9806666666667,21.7683333333333,-1.78766666666667,2097.5,NA,NA,NA,NA,NA,NA,NA,NA,23,8,15
"1001210107?gameHash=0a832eea1bca60d1",2015,"win",9.90766666666667,NA,NA,4516.83333333333,NA,NA,NA,NA,NA,NA,NA,NA,18,1,17
"1001210113?gameHash=7a5200c24e86c2f0",2015,"lose",25.251,12.0526666666667,13.1983333333333,-5242.87096774194,NA,NA,NA,NA,NA,NA,NA,NA,9,23,-14
"1001210125?gameHash=abdb717d8fc0a2fa",2015,"win",16.1196666666667,19.843,-3.72333333333333,2199.48387096774,NA,NA,NA,NA,NA,NA,NA,NA,21,9,12
"1001210129?gameHash=58b826f6b546ad66",2015,"win",17.402,28.964,-11.562,4557.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,26,14,12
"1001210134?gameHash=6a76db40b8416e0b",2015,"lose",22.178,15.0423333333333,7.13566666666667,-1826.69444444444,NA,NA,NA,NA,NA,NA,NA,NA,10,12,-2
"1001210139?gameHash=778895bd05d45d7b",2015,"lose",26.0186666666667,15.8493333333333,10.1693333333333,-4307.38888888889,NA,NA,NA,NA,NA,NA,NA,NA,4,17,-13
"1001210144?gameHash=00bad4da4d94bdbf",2015,"win",10.0406666666667,13.8143333333333,-3.77366666666667,4110.81632653061,NA,NA,NA,NA,NA,NA,NA,NA,19,15,4
"1001220085?gameHash=5d1162b65434147d",2015,"win",18.4886666666667,15.1516666666667,3.337,-284.225,NA,NA,NA,NA,NA,NA,NA,NA,21,9,12
"1001220097?gameHash=c970fe797f7c7fbc",2015,"lose",15.2076666666667,21.488,-6.28033333333333,-866.74358974359,NA,NA,NA,NA,NA,NA,NA,NA,13,24,-11
"1001220119?gameHash=f64575c2b892654a",2015,"lose",16.6203333333333,22.026,-5.40566666666667,-119.452380952381,NA,NA,NA,NA,NA,NA,NA,NA,10,13,-3
"1001220147?gameHash=970d17934a27fde4",2015,"win",17.072,23.5213333333333,-6.44933333333334,2846.94117647059,NA,NA,NA,NA,NA,NA,NA,NA,23,7,16
"1001220154?gameHash=ce71491688291223",2015,"win",12.2336666666667,8.561,3.67266666666667,133.833333333333,NA,NA,NA,NA,NA,NA,NA,NA,11,3,8
"1001230142?gameHash=3cbf3856b7ccd72e",2015,"win",16.0706666666667,14.9853333333333,1.08533333333333,1346.39215686275,NA,NA,NA,NA,NA,NA,NA,NA,24,19,5
"1001230143?gameHash=4ff786778f478000",2015,"lose",18.693,15.249,3.444,-2922.45833333333,NA,NA,NA,NA,NA,NA,NA,NA,19,26,-7
"1001230150?gameHash=73672037cba176d3",2015,"win",17.939,19.3426666666667,-1.40366666666667,3275.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,24,17,7
"1001230162?gameHash=d68901bc63a8ff8d",2015,"lose",10.4066666666667,10.82,-0.413333333333334,-1344.83333333333,NA,NA,NA,NA,NA,NA,NA,NA,18,23,-5
"1001230170?gameHash=97582812c668144d",2015,"lose",31.4496666666667,23.5786666666667,7.871,-2025.62962962963,NA,NA,NA,NA,NA,NA,NA,NA,14,20,-6
"1001220243?gameHash=c778eada78a5eaf1",2015,"lose",10.0686666666667,10.9026666666667,-0.834,1790.15909090909,NA,NA,NA,NA,NA,NA,NA,NA,20,19,1
"1001220254?gameHash=33635d04462c738e",2015,"win",17.558,20.0965,-2.5385,2957.78378378378,NA,NA,NA,NA,NA,NA,NA,NA,20,6,14
"1001220266?gameHash=8749306da4ce243b",2015,"win",17.62,21.5963333333333,-3.97633333333333,1111.12195121951,NA,NA,NA,NA,NA,NA,NA,NA,14,10,4
"1001220272?gameHash=ef1053869a9b125d",2015,"win",19.1273333333333,20.1803333333333,-1.053,3517.15789473684,NA,NA,NA,NA,NA,NA,NA,NA,20,8,12
"1001220279?gameHash=0364e2e542b777a4",2015,"win",15.6686666666667,12.324,3.34466666666667,2195.56666666667,NA,NA,NA,NA,NA,NA,NA,NA,17,6,11
"1001230233?gameHash=fecc2f4104a950b3",2015,"win",16.7246666666667,12.571,4.15366666666667,689.571428571429,NA,NA,NA,NA,NA,NA,NA,NA,12,9,3
"1001230235?gameHash=82225baf029a31c7",2015,"win",12.6956666666667,8.7415,3.95416666666667,2980.51724137931,NA,NA,NA,NA,NA,NA,NA,NA,24,3,21
"1001230243?gameHash=55d98f5310ec170a",2015,"win",7.62533333333333,12.907,-5.28166666666667,2263.84615384615,NA,NA,NA,NA,NA,NA,NA,NA,19,9,10
"1001230254?gameHash=3a0687fef919f99b",2015,"win",17.1773333333333,20.99,-3.81266666666667,112.888888888889,NA,NA,NA,NA,NA,NA,NA,NA,16,10,6
"1001230270?gameHash=4b281a331503e363",2015,"win",18.7886666666667,20.7663333333333,-1.97766666666667,-79.3469387755102,NA,NA,NA,NA,NA,NA,NA,NA,24,18,6
"1001250008?gameHash=f3b59b7b3345ab4c",2015,"win",13.993,14.116,-0.122999999999999,5358.25,NA,NA,NA,NA,NA,NA,NA,NA,15,3,12
"1001250027?gameHash=f52cadec859b7d13",2015,"lose",16.1856666666667,21.9336666666667,-5.748,-3312.2,NA,NA,NA,NA,NA,NA,NA,NA,11,20,-9
"1001250040?gameHash=0b2f5db5a1e87c90",2015,"lose",13.8646666666667,14.3193333333333,-0.454666666666666,1728.7380952381,NA,NA,NA,NA,NA,NA,NA,NA,13,25,-12
"1001250054?gameHash=5b02452b53c7b6bc",2015,"lose",17.3233333333333,20.5683333333333,-3.245,-1153.46428571429,NA,NA,NA,NA,NA,NA,NA,NA,3,14,-11
"1001250067?gameHash=3e243c509b701e4f",2015,"win",18.0333333333333,24.7,-6.66666666666667,2411.84210526316,NA,NA,NA,NA,NA,NA,NA,NA,16,2,14
"1001250075?gameHash=fefc7dd282d9e0fa",2015,"win",20.893,18.312,2.581,1238.04651162791,NA,NA,NA,NA,NA,NA,NA,NA,25,16,9
"1001250085?gameHash=b02d31d8ef5d975a",2015,"lose",7.03933333333333,20.1833333333333,-13.144,711.4,NA,NA,NA,NA,NA,NA,NA,NA,12,14,-2
"1001250093?gameHash=526acf576153f2fa",2015,"lose",3.6,10.83,-7.23,-4305.53658536585,NA,NA,NA,NA,NA,NA,NA,NA,3,8,-5
"1001250101?gameHash=83eb00ce756934c5",2015,"lose",NA,18.0476666666667,NA,-2748.13793103448,NA,NA,NA,NA,NA,NA,NA,NA,2,10,-8
"1001250106?gameHash=672a4fa9b979d6dd",2015,"win",14.8713333333333,15.8273333333333,-0.956000000000001,604.85,NA,NA,NA,NA,NA,NA,NA,NA,15,7,8
"1001240099?gameHash=577df3f03e4e8f12",2015,"win",16.1276666666667,31.463,-15.3353333333333,6287.95348837209,NA,NA,NA,NA,NA,NA,NA,NA,19,9,10
"1001240109?gameHash=293158505dc5e57d",2015,"lose",19.4035,14.3723333333333,5.03116666666667,-4736.62068965517,NA,NA,NA,NA,NA,NA,NA,NA,1,15,-14
"1001240111?gameHash=9332f0b03bba2f3e",2015,"win",15.0033333333333,17.6233333333333,-2.62,3066.475,NA,NA,NA,NA,NA,NA,NA,NA,19,11,8
"1001240119?gameHash=cab05d1729348e41",2015,"win",11.8573333333333,12.738,-0.880666666666666,1264.55,NA,NA,NA,NA,NA,NA,NA,NA,13,6,7
"1001240127?gameHash=4b0c2f81e133b2c7",2015,"win",13.664,22.094,-8.43,5361.41176470588,NA,NA,NA,NA,NA,NA,NA,NA,24,9,15
"1001240144?gameHash=a384641759a15cf6",2015,"lose",20.0615,11.0473333333333,9.01416666666666,-5949.30769230769,NA,NA,NA,NA,NA,NA,NA,NA,5,15,-10
"1001240145?gameHash=6e0045268cfc1b5b",2015,"win",13.9776666666667,23.484,-9.50633333333333,4107.96,NA,NA,NA,NA,NA,NA,NA,NA,18,1,17
