"address","year","b_result","bTowers","rTowers","outer_mean_diff","golddiff_mean","air_dragon","baron_nashor","earth_dragon","rift_herald","fire_dragon","elder_dragon","water_dragon","dragon","bKills","rKills","diff"
"http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1001340179?gameHash=1804a1b9c7c68a21",2016,"win",16.3333333333333,15.6386666666667,0.694666666666668,435.090909090909,0,1,0,1,0,0,2,0,13,7,6
"http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1001340180?gameHash=104ec48ada3b5c3d",2016,"win",19.9783333333333,14.637,5.34133333333333,2310.6,0,1,0,0,1,0,0,0,24,17,7
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/279?gameHash=a8290392b7702b67",2017,"lose",24.9363333333333,19.5286666666667,5.40766666666667,-4014.225,NA,NA,NA,NA,NA,NA,NA,NA,8,26,-18
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/10322?gameHash=6f61064d644f57a9",2017,"win",10.8463333333333,NA,NA,5805.55,0,0,1,0,0,0,0,0,15,1,14
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/10317?gameHash=e3a28253c56d02f6",2017,"win",27.4083333333333,14.3776666666667,13.0306666666667,-1359.94339622642,1,2,0,0,1,1,0,0,17,22,-5
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/10351?gameHash=e95971fae72201b6",2017,"lose",24.1913333333333,21.352,2.83933333333333,-2401.30769230769,0,0,0,0,0,0,1,0,11,16,-5
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/323?gameHash=9d5babc687cfe96d",2017,"win",13.7946666666667,35.142,-21.3473333333333,4837.33333333333,0,2,1,0,2,0,0,0,21,12,9
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/328?gameHash=5f918c83fc0adb83",2017,"lose",18.255,21.5963333333333,-3.34133333333333,-1109.85714285714,0,0,1,0,0,0,1,0,24,31,-7
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/10353?gameHash=03570c323605374e",2017,"lose",26.766,19.8163333333333,6.94966666666667,-4266.6976744186,NA,NA,NA,NA,NA,NA,NA,NA,7,21,-14
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/30238?gameHash=5868e6fdce89eede",2017,"lose",NA,18.5823333333333,NA,-5183.41379310345,NA,NA,NA,NA,NA,NA,NA,NA,3,22,-19
"http://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/30247?gameHash=190afafb5a5a7939",2017,"win",10.527,NA,NA,6378.25925925926,0,0,1,1,0,0,1,0,10,2,8
